id,time,isRank,winner_name,winner_god_1,winner_god_2,winner_god_ban,winner_deck_code,winner_normal_card_1,winner_normal_card_2,winner_normal_card_3,winner_normal_card_4,winner_normal_card_5,winner_normal_card_6,winner_normal_card_7,winner_special_card_1,winner_special_card_2,winner_special_card_3,loser_name,loser_god_1,loser_god_2,loser_god_ban,loser_deck_code,loser_normal_card_1,loser_normal_card_2,loser_normal_card_3,loser_normal_card_4,loser_normal_card_5,loser_normal_card_6,loser_normal_card_7,loser_special_card_1,loser_special_card_2,loser_special_card_3,loser_isPublic,winner_isPublic
1357,2022-10-30 15:23:06.149433,0,yull715,08-O,02-O,05-O,080CBC020994,08-O-N-1,08-O-N-4,08-O-N-6,08-O-N-7,02-O-N-3,02-O-N-4,02-O-N-7,08-O-S-1,08-O-S-2,02-O-S-2,Milkyogurt,05-O,08-O,02-O,050CC6080EA1,05-O-N-1,05-O-N-4,05-O-N-5,08-O-N-1,08-O-N-2,08-O-N-4,08-O-N-6,05-O-S-2,05-O-S-3,08-O-S-4,1,1
1358,2022-10-30 15:49:41.884755,1,Drone,10-A2,06-O,17-A1,102E51060D19,10-A2-N-1,10-A2-N-2,10-O-N-5,10-O-N-7,06-O-N-1,06-O-N-3,06-O-N-7,10-A2-S-4,06-O-S-1,06-O-S-4,Teto,02-O,16-AA1,09-O,020A33162F18,02-O-N-2,02-O-N-6,02-O-N-7,16-O-N-1,16-O-N-2,16-O-N-3,16-AA1-N-7,02-O-S-3,02-O-S-4,16-AA1-S-4,1,1
1359,2022-10-30 16:06:57.933067,1,Drone,13-O,01-A2,17-A1,130F49012D18,13-O-N-1,13-O-N-2,13-O-N-3,13-O-N-5,01-O-N-1,01-A2-N-3,01-A2-N-7,13-O-S-1,13-O-S-4,01-A2-S-1,Teto,02-O,09-O,16-AA1,020E33090AC8,02-O-N-1,02-O-N-2,02-O-N-6,02-O-N-7,09-O-N-2,09-O-N-4,09-O-N-5,02-O-S-3,02-O-S-4,09-O-S-1,1,1
1360,2022-10-30 16:25:35.719573,1,Drone,01-O,21-O,06-O,010E88210E56,01-O-N-1,01-O-N-2,01-O-N-4,21-O-N-1,21-O-N-2,21-O-N-5,21-O-N-7,01-O-S-1,21-O-S-2,21-O-S-3,Teto,16-AA1,22-O,02-A1,162F18220F05,16-O-N-1,16-O-N-2,16-O-N-3,16-AA1-N-7,22-O-N-1,22-O-N-2,22-O-N-3,16-AA1-S-4,22-O-S-2,22-O-S-4,1,1
1361,2022-10-30 16:53:07.925642,1,Drone,01-O,05-A1,03-A1,010E88051EC9,01-O-N-1,01-O-N-2,01-O-N-4,05-O-N-1,05-A1-N-2,05-O-N-4,05-O-N-5,01-O-S-1,05-O-S-1,05-A1-S-4,Teto,16-AA1,09-O,18-O,162DB8090949,16-O-N-1,16-O-N-3,16-O-N-4,16-O-N-6,16-AA1-N-7,09-O-N-3,09-O-N-5,16-AA1-S-4,09-O-S-1,09-O-S-4,1,1
1362,2022-10-30 17:04:49.954318,1,Teto,16-AA1,04-O,09-O,162F58040A4C,16-O-N-1,16-O-N-2,16-O-N-3,16-O-N-5,16-AA1-N-7,04-O-N-2,04-O-N-5,16-AA1-S-4,04-O-S-1,04-O-S-2,Drone,01-O,03-O,13-O,010C10030FCB,01-O-N-1,01-O-N-7,03-O-N-1,03-O-N-2,03-O-N-3,03-O-N-4,03-O-N-5,03-O-S-1,03-O-S-3,03-O-S-4,1,1
1363,2022-10-30 17:36:40.391345,1,Drone,20-O,04-O,06-O,200A98040AB9,20-O-N-2,20-O-N-4,20-O-N-7,04-O-N-2,04-O-N-4,04-O-N-6,04-O-N-7,20-O-S-1,04-O-S-1,04-O-S-4,Teto,07-A1,12-O,09-O,071AA8120D3A,07-A1-N-2,07-O-N-4,07-O-N-6,12-O-N-1,12-O-N-3,12-O-N-6,12-O-N-7,07-O-S-1,12-O-S-1,12-O-S-3,1,1
1364,2022-10-30 18:15:06.941489,1,Teto,02-A1,18-O,16-AA1,021A24180B7C,02-O-N-2,02-A1-N-6,18-O-N-2,18-O-N-3,18-O-N-5,18-O-N-6,18-O-N-7,02-A1-S-2,18-O-S-1,18-O-S-2,Drone,12-O,03-O,17-O,120F6A030868,12-O-N-1,12-O-N-2,12-O-N-3,12-O-N-5,12-O-N-6,03-O-N-5,03-O-N-6,12-O-S-1,12-O-S-3,03-O-S-1,1,1
1365,2022-10-30 18:30:36.951756,1,Drone,12-O,03-O,17-O,120850030FCB,12-O-N-5,12-O-N-7,03-O-N-1,03-O-N-2,03-O-N-3,03-O-N-4,03-O-N-5,03-O-S-1,03-O-S-3,03-O-S-4,Teto,09-O,17-O,16-AA1,0909C8170EC5,09-O-N-3,09-O-N-4,09-O-N-5,17-O-N-1,17-O-N-2,17-O-N-4,17-O-N-5,09-O-S-1,17-O-S-2,17-O-S-4,1,1
1366,2022-10-31 13:00:36.362987,0,S.etA,05-A1,09-O,16-A1,051E60090F0E,05-O-N-1,05-A1-N-2,05-O-N-5,05-O-N-6,09-O-N-1,09-O-N-2,09-O-N-3,09-O-S-1,09-O-S-2,09-O-S-3,«·«¼«ó,01-A2,04-O,21-O,012D04040F9A,01-O-N-1,01-A2-N-3,04-O-N-1,04-O-N-2,04-O-N-3,04-O-N-4,04-O-N-7,01-O-S-2,04-O-S-1,04-O-S-3,1,1
1367,2022-10-31 13:35:38.636370,0,S.etA,15-O,06-O,16-A1,150B5A060D24,15-O-N-2,15-O-N-3,15-O-N-5,15-O-N-7,06-O-N-1,06-O-N-3,06-O-N-6,15-O-S-1,15-O-S-3,06-O-S-2,«·«¼«ó,08-O,02-A2,03-O,080CA1022BA3,08-O-N-1,08-O-N-4,08-O-N-6,02-A2-N-2,02-O-N-3,02-O-N-4,02-O-N-6,08-O-S-4,02-A2-S-3,02-O-S-4,1,1
1368,2022-10-31 15:30:13.887892,0,Shasta,14-O,04-A2,None,140EAB042AA0,14-O-N-1,14-O-N-2,14-O-N-4,14-O-N-6,04-A2-N-2,04-O-N-4,04-O-N-6,14-O-S-1,14-O-S-3,14-O-S-4,soraguchiak,10-O,19-O,None,10092A190FA8,10-O-N-3,10-O-N-6,19-O-N-1,19-O-N-2,19-O-N-3,19-O-N-4,19-O-N-6,10-O-S-1,10-O-S-3,19-O-S-1,1,1
1369,2022-11-01 06:28:33.890377,1,PuniPaw,03-O,08-A1,20-O,030F41081AA9,03-O-N-1,03-O-N-2,03-O-N-3,03-O-N-5,08-A1-N-2,08-O-N-4,08-O-N-6,03-O-S-4,08-A1-S-1,08-O-S-4,Hyoue_O,01-A1,02-A2,04-A2,011AA1022EAA,01-O-N-2,01-O-N-4,01-A1-N-6,02-O-N-1,02-A2-N-2,02-O-N-4,02-O-N-6,01-O-S-4,02-O-S-1,02-A2-S-3,1,1
1370,2022-11-01 10:53:52.924566,1,andy7253,06-O,03-O,05-A1,060E88030ECA,06-O-N-1,06-O-N-2,06-O-N-4,03-O-N-1,03-O-N-2,03-O-N-4,03-O-N-5,06-O-S-1,03-O-S-1,03-O-S-3,Dr.Stove,07-O,10-O,19-O,070F4A100AA4,07-O-N-1,07-O-N-2,07-O-N-3,07-O-N-5,10-O-N-2,10-O-N-4,10-O-N-6,07-O-S-1,07-O-S-3,10-O-S-2,1,1
1371,2022-11-01 11:35:56.500691,1,Drone,06-A1,17-A1,10-A2,061CA4171F86,06-O-N-1,06-A1-N-4,06-O-N-6,17-O-N-1,17-O-N-2,17-O-N-3,17-A1-N-4,06-A1-S-2,17-O-S-2,17-O-S-3,Teto,09-A1,05-O,16-AA1,091B79050851,09-O-N-2,09-O-N-3,09-A1-N-5,09-A1-N-6,09-O-N-7,05-O-N-5,05-O-N-7,09-O-S-1,09-A1-S-4,05-O-S-4,1,1
1372,2022-11-01 12:14:23.552394,1,ÃÌÀå¼ÛÀÌ¾ç,13-O,15-O,08-O,130C00150DFB,13-O-N-1,15-O-N-1,15-O-N-3,15-O-N-4,15-O-N-5,15-O-N-6,15-O-N-7,15-O-S-1,15-O-S-3,15-O-S-4,mkt,01-O,11-O,17-O,010E45110EA2,01-O-N-1,01-O-N-2,01-O-N-5,11-O-N-1,11-O-N-2,11-O-N-4,11-O-N-6,01-O-S-2,01-O-S-4,11-O-S-3,1,1
1373,2022-11-01 15:01:25.430173,1,byeoru,07-A1,17-A1,04-A2,071B64171CA3,07-A1-N-2,07-O-N-3,07-O-N-5,07-O-N-6,17-O-N-1,17-A1-N-4,17-O-N-6,07-O-S-2,17-O-S-3,17-A1-S-4,mkt,02-O,06-O,11-O,020E63060D44,02-O-N-1,02-O-N-2,02-O-N-5,02-O-N-6,06-O-N-1,06-O-N-3,06-O-N-5,02-O-S-3,02-O-S-4,06-O-S-2,1,1
1374,2022-11-02 08:48:15.000106,0,¼Û¹Î±Ô,06-O,05-O,None,060F49050CC1,06-O-N-1,06-O-N-2,06-O-N-3,06-O-N-5,05-O-N-1,05-O-N-4,05-O-N-5,06-O-S-1,06-O-S-4,05-O-S-4,UABIS,11-O,05-O,None,110EE4050E09,11-O-N-1,11-O-N-2,11-O-N-4,11-O-N-5,11-O-N-6,05-O-N-1,05-O-N-2,11-O-S-2,05-O-S-1,05-O-S-4,1,1
1375,2022-11-02 09:07:34.239287,0,UABIS,18-O,13-O,None,180A66130E64,18-O-N-2,18-O-N-5,18-O-N-6,13-O-N-1,13-O-N-2,13-O-N-5,13-O-N-6,18-O-S-2,18-O-S-3,13-O-S-2,¼Û¹Î±Ô,08-O,03-O,None,080EA90308E2,08-O-N-1,08-O-N-2,08-O-N-4,08-O-N-6,03-O-N-4,03-O-N-5,03-O-N-6,08-O-S-1,08-O-S-4,03-O-S-3,1,1
1376,2022-11-02 09:31:09.275522,0,¼Û¹Î±Ô,14-O,22-O,None,140E26220F28,14-O-N-1,14-O-N-2,14-O-N-6,22-O-N-1,22-O-N-2,22-O-N-3,22-O-N-6,14-O-S-2,14-O-S-3,22-O-S-1,UABIS,09-O,01-A2,None,090E48012DCC,09-O-N-1,09-O-N-2,09-O-N-5,01-O-N-1,01-A2-N-3,01-O-N-4,01-O-N-5,09-O-S-1,01-A2-S-1,01-O-S-2,1,1
1377,2022-11-02 10:34:13.405070,0,µ¿È­Ã¥,01-O,10-O,15-O,010E88100D9A,01-O-N-1,01-O-N-2,01-O-N-4,10-O-N-1,10-O-N-3,10-O-N-4,10-O-N-7,01-O-S-1,10-O-S-1,10-O-S-3,Eisenlost,12-O,07-O,04-O,1208B2070F2A,12-O-N-4,12-O-N-6,12-O-N-7,07-O-N-1,07-O-N-2,07-O-N-3,07-O-N-6,12-O-S-3,07-O-S-1,07-O-S-3,1,1
1378,2022-11-02 10:54:44.851847,1,Teto,16-AA1,02-A1,09-O,162F38021925,16-O-N-1,16-O-N-2,16-O-N-3,16-O-N-6,16-AA1-N-7,02-A1-N-3,02-A1-N-6,16-AA1-S-4,02-A1-S-2,02-O-S-4,Drone,07-O,10-A2,17-A1,070CEA102C51,07-O-N-1,07-O-N-4,07-O-N-5,07-O-N-6,10-A2-N-1,10-O-N-5,10-O-N-7,07-O-S-1,07-O-S-3,10-A2-S-4,1,1
1379,2022-11-02 11:00:07.863042,0,µ¿È­Ã¥,15-O,21-O,09-O,150C19210DE1,15-O-N-1,15-O-N-7,21-O-N-1,21-O-N-3,21-O-N-4,21-O-N-5,21-O-N-6,15-O-S-1,15-O-S-4,21-O-S-4,Eisenlost,04-O,05-O,07-O,040E4A050F28,04-O-N-1,04-O-N-2,04-O-N-5,05-O-N-1,05-O-N-2,05-O-N-3,05-O-N-6,04-O-S-1,04-O-S-3,05-O-S-1,1,1
1380,2022-11-02 11:20:23.554556,1,Drone,07-O,17-A1,10-A2,070AC8171F86,07-O-N-2,07-O-N-4,07-O-N-5,17-O-N-1,17-O-N-2,17-O-N-3,17-A1-N-4,07-O-S-1,17-O-S-2,17-O-S-3,Teto,08-A1,01-O,09-A1,081E9A010B22,08-A1-N-1,08-A1-N-2,08-O-N-4,08-O-N-7,01-O-N-2,01-O-N-3,01-O-N-6,08-A1-S-1,08-O-S-3,01-O-S-3,1,1
1381,2022-11-02 11:44:43.006448,0,wd1547,09-O,15-O,None,090E4A1509D1,09-O-N-1,09-O-N-2,09-O-N-5,15-O-N-3,15-O-N-4,15-O-N-5,15-O-N-7,09-O-S-1,09-O-S-3,15-O-S-4,Shasta,07-O,05-O,None,070EBB050A20,07-O-N-1,07-O-N-2,07-O-N-4,07-O-N-6,07-O-N-7,05-O-N-2,05-O-N-6,07-O-S-1,07-O-S-3,07-O-S-4,1,1
1382,2022-11-02 12:14:03.147735,0,vault112,04-O,13-O,16-O,040EC2130E49,04-O-N-1,04-O-N-2,04-O-N-4,04-O-N-5,13-O-N-1,13-O-N-2,13-O-N-5,04-O-S-3,13-O-S-1,13-O-S-4,Dr.Stove,19-O,10-O,07-O,190BE810092A,19-O-N-2,19-O-N-3,19-O-N-4,19-O-N-5,19-O-N-6,10-O-N-3,10-O-N-6,19-O-S-1,10-O-S-1,10-O-S-3,1,1
1383,2022-11-02 12:38:56.135557,0,Shasta,12-O,06-O,None,120DC3060D24,12-O-N-1,12-O-N-3,12-O-N-4,12-O-N-5,06-O-N-1,06-O-N-3,06-O-N-6,12-O-S-3,12-O-S-4,06-O-S-2,wd1547,18-O,22-O,None,180A7A220D28,18-O-N-2,18-O-N-5,18-O-N-6,18-O-N-7,22-O-N-1,22-O-N-3,22-O-N-6,18-O-S-1,18-O-S-3,22-O-S-1,1,1
1384,2022-11-02 13:16:14.778411,0,he1fire,03-O,02-O,17-O,030F48020C66,03-O-N-1,03-O-N-2,03-O-N-3,03-O-N-5,02-O-N-1,02-O-N-5,02-O-N-6,03-O-S-1,02-O-S-2,02-O-S-3,S.etA,16-A1,02-O,13-O,161EA8020E8A,16-O-N-1,16-O-N-2,16-O-N-4,16-O-N-6,02-O-N-1,02-O-N-2,02-O-N-4,16-A1-S-4,02-O-S-1,02-O-S-3,1,1
1385,2022-11-02 13:54:47.821032,1,hk9340,19-O,17-A1,07-O,190E25171B51,19-O-N-1,19-O-N-2,19-O-N-6,17-O-N-2,17-O-N-3,17-O-N-5,17-O-N-7,19-O-S-2,19-O-S-4,17-A1-S-4,byeoru,07-A1,17-A1,04-A2,071B65171CA1,07-A1-N-2,07-O-N-3,07-O-N-5,07-O-N-6,17-O-N-1,17-A1-N-4,17-O-N-6,07-O-S-2,07-O-S-4,17-A1-S-4,1,1
1386,2022-11-02 13:57:38.161947,0,he1fire,18-O,05-O,04-O,180A7A050F08,18-O-N-2,18-O-N-5,18-O-N-6,18-O-N-7,05-O-N-1,05-O-N-2,05-O-N-3,18-O-S-1,18-O-S-3,05-O-S-1,S.etA,06-O,21-O,16-A1,060B64210B86,06-O-N-2,06-O-N-3,06-O-N-5,06-O-N-6,21-O-N-2,21-O-N-3,21-O-N-4,06-O-S-2,21-O-S-2,21-O-S-3,1,1
1387,2022-11-02 14:21:31.185682,0,he1fire,01-O,21-O,16-O,010E46210E54,01-O-N-1,01-O-N-2,01-O-N-5,21-O-N-1,21-O-N-2,21-O-N-5,21-O-N-7,01-O-S-2,01-O-S-3,21-O-S-2,S.etA,16-A1,21-O,01-O,161B88210F8A,16-O-N-2,16-O-N-3,16-O-N-4,21-O-N-1,21-O-N-2,21-O-N-3,21-O-N-4,16-A1-S-4,21-O-S-1,21-O-S-3,1,1
1388,2022-11-02 14:44:04.713885,0,kiprince37,16-A1,21-O,13-O,161F882109C3,16-O-N-1,16-O-N-2,16-O-N-3,16-O-N-4,21-O-N-3,21-O-N-4,21-O-N-5,16-A1-S-4,21-O-S-3,21-O-S-4,Sohn_Quixote,10-O,01-O,07-O,100991010F8C,10-O-N-3,10-O-N-4,10-O-N-7,01-O-N-1,01-O-N-2,01-O-N-3,01-O-N-4,10-O-S-4,01-O-S-1,01-O-S-2,1,1
1389,2022-11-02 15:25:20.053285,0,he1fire,14-O,02-O,13-O,140C22020EB3,14-O-N-1,14-O-N-6,02-O-N-1,02-O-N-2,02-O-N-4,02-O-N-6,02-O-N-7,14-O-S-3,02-O-S-3,02-O-S-4,S.etA,17-O,15-O,16-A1,170EA1150D43,17-O-N-1,17-O-N-2,17-O-N-4,17-O-N-6,15-O-N-1,15-O-N-3,15-O-N-5,17-O-S-4,15-O-S-3,15-O-S-4,1,1
1390,2022-11-03 09:47:13.867811,0,S.etA,15-O,16-A1,17-O,150959161EC8,15-O-N-3,15-O-N-5,15-O-N-7,16-O-N-1,16-O-N-2,16-O-N-4,16-O-N-5,15-O-S-1,15-O-S-4,16-A1-S-4,«·«¼«ó,04-O,21-O,01-O,040A3C210F41,04-O-N-2,04-O-N-6,04-O-N-7,21-O-N-1,21-O-N-2,21-O-N-3,21-O-N-5,04-O-S-1,04-O-S-2,21-O-S-4,1,1
1391,2022-11-03 10:35:01.185840,0,«·«¼«ó,13-O,17-O,03-O,130F24170D83,13-O-N-1,13-O-N-2,13-O-N-3,13-O-N-6,17-O-N-1,17-O-N-3,17-O-N-4,13-O-S-2,17-O-S-3,17-O-S-4,S.etA,17-O,15-O,16-A1,170F29150952,17-O-N-1,17-O-N-2,17-O-N-3,17-O-N-6,15-O-N-3,15-O-N-5,15-O-N-7,17-O-S-1,17-O-S-4,15-O-S-3,1,1
1392,2022-11-03 11:06:28.667485,0,«·«¼«ó,21-O,17-O,03-O,210F40170D2B,21-O-N-1,21-O-N-2,21-O-N-3,21-O-N-5,17-O-N-1,17-O-N-3,17-O-N-6,17-O-S-1,17-O-S-3,17-O-S-4,S.etA,17-O,16-A1,15-O,170E85161BC8,17-O-N-1,17-O-N-2,17-O-N-4,16-O-N-2,16-O-N-3,16-O-N-4,16-O-N-5,17-O-S-2,17-O-S-4,16-A1-S-4,1,1
1393,2022-11-03 12:26:55.436555,0,«í«ê«Ð«Ð«¢ûÏÙãÒ³,01-O,04-O,None,010F84040E4C,01-O-N-1,01-O-N-2,01-O-N-3,01-O-N-4,04-O-N-1,04-O-N-2,04-O-N-5,01-O-S-2,04-O-S-1,04-O-S-2,õóÐÃª¹ªë¡¢ªáª¦ªáª¦,13-O,21-O,None,130BAC210B44,13-O-N-2,13-O-N-3,13-O-N-4,13-O-N-6,21-O-N-2,21-O-N-3,21-O-N-5,13-O-S-1,13-O-S-2,21-O-S-2,1,1
1394,2022-11-03 14:13:23.191263,0,«í«ê«Ð«Ð«¢ûÏÙãÒ³,03-O,12-O,None,030F68120865,03-O-N-1,03-O-N-2,03-O-N-3,03-O-N-5,03-O-N-6,12-O-N-5,12-O-N-6,03-O-S-1,12-O-S-2,12-O-S-4,õóÐÃª¹ªë¡¢ªáª¦ªáª¦,03-O,09-O,None,030D6A090B42,03-O-N-1,03-O-N-3,03-O-N-5,03-O-N-6,09-O-N-2,09-O-N-3,09-O-N-5,03-O-S-1,03-O-S-3,09-O-S-3,1,1
1395,2022-11-04 16:19:34.603826,0,S.etA,01-O,21-O,16-A1,010E41210F86,01-O-N-1,01-O-N-2,01-O-N-5,21-O-N-1,21-O-N-2,21-O-N-3,21-O-N-4,01-O-S-4,21-O-S-2,21-O-S-3,«·«¼«ó,04-O,01-O,21-O,040EBA010C41,04-O-N-1,04-O-N-2,04-O-N-4,04-O-N-6,04-O-N-7,01-O-N-1,01-O-N-5,04-O-S-1,04-O-S-3,01-O-S-4,1,1
1396,2022-11-04 16:55:26.062604,0,«·«¼«ó,17-O,06-O,03-O,170F8D060D20,17-O-N-1,17-O-N-2,17-O-N-3,17-O-N-4,06-O-N-1,06-O-N-3,06-O-N-6,17-O-S-1,17-O-S-2,17-O-S-4,S.etA,03-A1,05-A1,16-A1,031E44051E69,03-O-N-1,03-A1-N-2,03-A1-N-5,05-O-N-1,05-A1-N-2,05-O-N-5,05-O-N-6,03-A1-S-2,05-O-S-1,05-A1-S-4,1,0
1397,2022-11-04 17:39:16.343300,0,S.etA,14-O,05-O,16-A1,140CE9050C51,14-O-N-1,14-O-N-4,14-O-N-5,14-O-N-6,05-O-N-1,05-O-N-5,05-O-N-7,14-O-S-1,14-O-S-4,05-O-S-4,«·«¼«ó,03-O,01-O,04-O,030C79010E41,03-O-N-1,03-O-N-5,03-O-N-6,03-O-N-7,01-O-N-1,01-O-N-2,01-O-N-5,03-O-S-1,03-O-S-4,01-O-S-4,1,1
1398,2022-11-05 07:58:06.747173,1,taoblue03,03-O,09-O,17-O,030F69090942,03-O-N-1,03-O-N-2,03-O-N-3,03-O-N-5,03-O-N-6,09-O-N-3,09-O-N-5,03-O-S-1,03-O-S-4,09-O-S-3,Hyoue_O,03-A1,08-O,05-O,031E84080EA6,03-O-N-1,03-A1-N-2,03-O-N-4,08-O-N-1,08-O-N-2,08-O-N-4,08-O-N-6,03-A1-S-2,08-O-S-2,08-O-S-3,1,1
1399,2022-11-05 08:15:55.235232,1,Hyoue_O,16-O,08-O,05-O,160EC8080C33,16-O-N-1,16-O-N-2,16-O-N-4,16-O-N-5,08-O-N-1,08-O-N-6,08-O-N-7,16-O-S-1,08-O-S-3,08-O-S-4,taoblue03,03-O,09-O,17-O,030F69090942,03-O-N-1,03-O-N-2,03-O-N-3,03-O-N-5,03-O-N-6,09-O-N-3,09-O-N-5,03-O-S-1,03-O-S-4,09-O-S-3,1,1
1400,2022-11-05 12:51:02.832382,0,Babo,01-O,15-O,08-A1,0108E3150E68,01-O-N-4,01-O-N-5,01-O-N-6,15-O-N-1,15-O-N-2,15-O-N-5,15-O-N-6,01-O-S-3,01-O-S-4,15-O-S-1,¸®¿À »óÇâÇØ,16-O,05-O,09-O,160EE9050E01,16-O-N-1,16-O-N-2,16-O-N-4,16-O-N-5,16-O-N-6,05-O-N-1,05-O-N-2,16-O-S-1,16-O-S-4,05-O-S-4,1,1
1401,2022-11-05 13:26:39.775083,0,Babo,08-A1,13-O,03-A1,081A88130FA9,08-A1-N-2,08-O-N-4,13-O-N-1,13-O-N-2,13-O-N-3,13-O-N-4,13-O-N-6,08-A1-S-1,13-O-S-1,13-O-S-4,¸®¿À »óÇâÇØ,14-A1,03-O,07-O,141C0C030FD1,14-A1-N-1,03-O-N-1,03-O-N-2,03-O-N-3,03-O-N-4,03-O-N-5,03-O-N-7,14-A1-S-1,14-O-S-2,03-O-S-4,1,1
1402,2022-11-05 14:01:44.881411,0,Babo,18-O,12-O,08-A1,180E40120ECE,18-O-N-1,18-O-N-2,18-O-N-5,12-O-N-1,12-O-N-2,12-O-N-4,12-O-N-5,12-O-S-1,12-O-S-2,12-O-S-3,Àº¼­,02-O,10-O,04-O,020932100BAC,02-O-N-3,02-O-N-6,02-O-N-7,10-O-N-2,10-O-N-3,10-O-N-4,10-O-N-6,02-O-S-3,10-O-S-1,10-O-S-2,1,1
1403,2022-11-05 15:35:46.604643,0,·çÀÌz,13-O,14-O,03-O,130E34140E26,13-O-N-1,13-O-N-2,13-O-N-6,13-O-N-7,14-O-N-1,14-O-N-2,14-O-N-6,13-O-S-2,14-O-S-2,14-O-S-3,Ø¿Í¯ßÈôì,14-O,22-O,15-O,140D86220F81,14-O-N-1,14-O-N-3,14-O-N-4,22-O-N-1,22-O-N-2,22-O-N-3,22-O-N-4,14-O-S-2,14-O-S-3,22-O-S-4,1,1
1404,2022-11-05 15:52:53.543110,0,Serenity17,16-O,05-O,01-O,160ECA050E41,16-O-N-1,16-O-N-2,16-O-N-4,16-O-N-5,05-O-N-1,05-O-N-2,05-O-N-5,16-O-S-1,16-O-S-3,05-O-S-4,Ø¿Í¯ßÈôì,15-O,05-O,22-O,150B6C050E48,15-O-N-2,15-O-N-3,15-O-N-5,15-O-N-6,05-O-N-1,05-O-N-2,05-O-N-5,15-O-S-1,15-O-S-2,05-O-S-1,1,1
1405,2022-11-05 16:00:54.195449,1,Siper,09-O,02-O,01-O,090F22020E8C,09-O-N-1,09-O-N-2,09-O-N-3,09-O-N-6,02-O-N-1,02-O-N-2,02-O-N-4,09-O-S-3,02-O-S-1,02-O-S-2,PuniPaw,20-O,08-A1,03-O,200A98081AD6,20-O-N-2,20-O-N-4,20-O-N-7,08-A1-N-2,08-O-N-4,08-O-N-5,08-O-N-7,20-O-S-1,08-O-S-2,08-O-S-3,1,1
1406,2022-11-05 19:03:40.141666,0,ZEROTOONE,21-O,04-O,None,210FFE040800,21-O-N-1,21-O-N-2,21-O-N-3,21-O-N-4,21-O-N-5,21-O-N-6,21-O-N-7,21-O-S-1,21-O-S-2,21-O-S-3,THisNew,01-A1,06-O,None,011CA5060DA4,01-A1-N-1,01-O-N-4,01-A1-N-6,06-O-N-1,06-O-N-3,06-O-N-4,06-O-N-6,01-A1-S-2,01-O-S-4,06-O-S-2,1,1
1407,2022-11-05 19:56:56.197547,0,THisNew,09-A1,13-A1,None,091F48131B2A,09-O-N-1,09-O-N-2,09-O-N-3,09-A1-N-5,13-A1-N-2,13-O-N-3,13-O-N-6,09-O-S-1,13-A1-S-1,13-O-S-3,ZEROTOONE,16-A1,01-A2,None,161FF8012805,16-O-N-1,16-O-N-2,16-O-N-3,16-O-N-4,16-O-N-5,16-O-N-6,16-O-N-7,16-A1-S-4,01-O-S-2,01-O-S-4,1,1
1408,2022-11-06 03:20:08.937956,0,Drone,03-O,14-O,None,030AE9140CA4,03-O-N-2,03-O-N-4,03-O-N-5,03-O-N-6,14-O-N-1,14-O-N-4,14-O-N-6,03-O-S-1,03-O-S-4,14-O-S-2,MADJ,11-O,08-O,None,110C56080CE4,11-O-N-1,11-O-N-5,11-O-N-7,08-O-N-1,08-O-N-4,08-O-N-5,08-O-N-6,11-O-S-2,11-O-S-3,08-O-S-2,1,1
1409,2022-11-06 03:48:24.159338,0,Drone,07-O,06-O,None,0708A2060FA5,07-O-N-4,07-O-N-6,06-O-N-1,06-O-N-2,06-O-N-3,06-O-N-4,06-O-N-6,07-O-S-3,06-O-S-2,06-O-S-4,MADJ,22-O,09-O,None,220EC6090AC8,22-O-N-1,22-O-N-2,22-O-N-4,22-O-N-5,09-O-N-2,09-O-N-4,09-O-N-5,22-O-S-2,22-O-S-3,09-O-S-1,1,1
1410,2022-11-06 04:12:42.068840,0,MADJ,05-A1,01-A1,None,051F21011E83,05-O-N-1,05-A1-N-2,05-A1-N-3,05-O-N-6,01-A1-N-1,01-O-N-2,01-O-N-4,05-A1-S-4,01-O-S-3,01-O-S-4,Drone,14-O,11-O,None,140EAA110C54,14-O-N-1,14-O-N-2,14-O-N-4,14-O-N-6,11-O-N-1,11-O-N-5,11-O-N-7,14-O-S-1,14-O-S-3,11-O-S-2,1,1
1411,2022-11-06 07:50:12.911574,0,MADJ,02-A1,10-O,None,021953100BA4,02-A1-N-3,02-O-N-5,02-O-N-7,10-O-N-2,10-O-N-3,10-O-N-4,10-O-N-6,02-O-S-3,02-O-S-4,10-O-S-2,Drone,18-O,10-A1,None,180A64101E6C,18-O-N-2,18-O-N-5,18-O-N-6,10-A1-N-1,10-O-N-2,10-O-N-5,10-O-N-6,18-O-S-2,10-O-S-1,10-O-S-2,1,1
1412,2022-11-06 08:14:06.440728,0,Drone,17-O,12-O,None,170F93120864,17-O-N-1,17-O-N-2,17-O-N-3,17-O-N-4,17-O-N-7,12-O-N-5,12-O-N-6,17-O-S-3,17-O-S-4,12-O-S-2,MADJ,01-A2,07-O,None,01299C070DA8,01-A2-N-3,01-O-N-4,01-A2-N-7,07-O-N-1,07-O-N-3,07-O-N-4,07-O-N-6,01-A2-S-1,01-O-S-2,07-O-S-1,1,1
